0	0.00979641
1	0.009978674
2	0.009985786
3	0.009986036
4	0.009986054
5	0.009986063
6	0.009986074
7	0.009985962
8	0.009985973
9	0.009985982
10	0.009985992
11	0.009986001
12	0.009986011
13	0.00998602
14	0.00998603
15	0.00998604
16	0.009986049
17	0.009986059
18	0.009986069
19	0.009985958
20	0.009985968
21	0.009985978
22	0.009985987
23	0.009985997
24	0.009986006
25	0.009986016
26	0.009986025
27	0.009986035
28	0.009986044
29	0.009986054
30	0.009986063
31	0.009986074
32	0.009985962
33	0.009985973
34	0.009985982
35	0.009985992
36	0.009986001
37	0.009986011
38	0.00998602
39	0.00998603
40	0.00998604
41	0.009986049
42	0.009986059
43	0.009986069
44	0.009985958
45	0.009985968
46	0.009985978
47	0.009985987
48	0.009985997
49	0.009986006
50	0.009986016
51	0.009986025
52	0.009986035
53	0.009986044
54	0.009986054
55	0.009986063
56	0.009986074
57	0.009985962
58	0.009985973
59	0.009985982
60	0.009985992
61	0.009986001
62	0.009986011
63	0.00998602
64	0.00998603
65	0.00998604
66	0.009986049
67	0.009986059
68	0.009986069
69	0.009985958
70	0.009985968
71	0.009985978
72	0.009985987
73	0.009985997
74	0.009986006
75	0.009986016
76	0.009986025
77	0.009986035
78	0.009986044
79	0.009986054
80	0.009986063
81	0.009986074
82	0.009985963
83	0.009985973
84	0.009985982
85	0.009985992
86	0.009986001
87	0.009986011
88	0.00998602
89	0.00998603
90	0.00998604
91	0.009986049
92	0.009986059
93	0.009986069
94	0.009985958
95	0.009985968
96	0.009985978
97	0.009985987
98	0.009985995
99	0.010001565
100	0
