0	5.00E-02
1	5.00E-02
2	5.00E-02
3	5.00E-02
4	5.00E-02
5	5.00E-02
6	5.00E-02
7	5.00E-02
8	5.00E-02
9	5.00E-02
10	5.00E-02
11	5.00E-02
12	5.00E-02
13	5.00E-02
14	5.00E-02
15	5.00E-02
16	5.00E-02
17	5.00E-02
18	5.00E-02
19	5.00E-02
20	5.00E-02
21	5.00E-02
22	5.00E-02
23	5.00E-02
24	5.00E-02
25	5.00E-02
26	5.00E-02
27	5.00E-02
28	5.00E-02
29	5.00E-02
30	5.00E-02
31	5.00E-02
32	5.00E-02
33	5.00E-02
34	5.00E-02
35	5.00E-02
36	5.00E-02
37	5.00E-02
38	5.00E-02
39	5.00E-02
40	5.00E-02
41	5.00E-02
42	5.00E-02
43	5.00E-02
44	5.00E-02
45	5.00E-02
46	5.00E-02
47	5.00E-02
48	5.00E-02
49	5.00E-02
50	5.00E-02
51	5.00E-02
52	5.00E-02
53	5.00E-02
54	5.00E-02
55	5.00E-02
56	5.00E-02
57	5.00E-02
58	5.00E-02
59	5.00E-02
60	5.00E-02
61	5.00E-02
62	5.00E-02
63	5.00E-02
64	5.00E-02
65	5.00E-02
66	5.00E-02
67	5.00E-02
68	5.00E-02
69	5.00E-02
70	5.00E-02
71	5.00E-02
72	5.00E-02
73	5.00E-02
74	5.00E-02
75	5.00E-02
76	5.00E-02
77	5.00E-02
78	5.00E-02
79	5.00E-02
80	5.00E-02
81	5.00E-02
82	5.00E-02
83	5.00E-02
84	5.00E-02
85	5.00E-02
86	5.00E-02
87	5.00E-02
88	5.00E-02
89	4.99E-02
90	4.99E-02
91	4.98E-02
92	4.97E-02
93	4.94E-02
94	4.91E-02
95	4.84E-02
96	4.74E-02
97	4.55E-02
98	4.19E-02
99	3.42E-02
100	1.00E-02
